name,brand,link,rating,votes,genre
Luna Rossa Sport,Prada,https://www.parfumo.com/Perfumes/Prada/Luna_Rossa_Sport,8.0,850,Men
Météore,Louis Vuitton,https://www.parfumo.com/Perfumes/Louis_Vuitton/meteore,7.8,1043,Men
Sauvage Parfum,Dior,https://www.parfumo.com/Perfumes/Dior/sauvage-parfum,7.8,1019,Men
Legend Spirit,Montblanc,https://www.parfumo.com/Perfumes/Montblanc/Legend_Spirit,7.5,1317,Men
X for Men,Clive Christian,https://www.parfumo.com/Perfumes/Clive_Christian/x-for-men,8.2,700,Men
Bentley for Men Absolute,Bentley,https://www.parfumo.com/Perfumes/Bentley/Bentley_for_Men_Absolute,8.0,805,Men
Cèdre Encens,L'Occitane en Provence,https://www.parfumo.com/Perfumes/LOccitane_en_Provence/cedre-encens-eau-des-baux,8.0,842,Men
Le Beau,Jean Paul Gaultier,https://www.parfumo.com/Perfumes/Jean_Paul_Gaultier/Le_Beau,7.4,1441,Men
Opium pour Homme  Eau de Parfum,Yves Saint Laurent,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/Opium_pour_Homme_Eau_de_Parfum,8.4,618,Men
Sand Desert at Sunset,Zara,https://www.parfumo.com/Perfumes/Zara/sand-desert-at-sunset,8.0,821,Men
L'Aventure,Al Haramain,https://www.parfumo.com/Perfumes/Al_Haramain/L_Aventure,7.8,948,Men
More Than Words,Xerjoff,https://www.parfumo.com/Perfumes/Xerjoff/more-than-words,7.7,1044,Men
Guerlain Homme  Eau de Parfum,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Guerlain_Homme_Eau_de_Parfum,8.0,829,Men
Office for Men,Fragrance One,https://www.parfumo.com/Perfumes/Fragrance_One/Office_for_Men,7.3,1457,Men
Lyric Man,Amouage,https://www.parfumo.com/Perfumes/Amouage/Lyric_Man,7.8,982,Men
1 Million Lucky,Rabanne,https://www.parfumo.com/Perfumes/Rabanne/1_Million_Lucky,8.0,838,Men
The Blazing Mister Sam,Penhaligon's,https://www.parfumo.com/Perfumes/Penhaligons/the-blazing-mister-sam,8.1,724,Men
Qaed Al Fursan,Lattafa,https://www.parfumo.com/Perfumes/Lattafa/qaed-al-fursan,7.6,1144,Men
Oligarch  Eau de Parfum,Roja Parfums,https://www.parfumo.com/Perfumes/Roja_Parfums/oligarch-eau-de-parfum,8.7,493,Men
Le Beau Paradise Garden,Jean Paul Gaultier,https://www.parfumo.com/Perfumes/Jean_Paul_Gaultier/le-beau-paradise-garden,7.3,1529,Men
Versace pour Homme Oud Noir,Versace,https://www.parfumo.com/Perfumes/Versace/Versace_pour_Homme_Oud_Noir,7.8,903,Men
K'Bridge Club,Xerjoff,https://www.parfumo.com/Perfumes/Xerjoff/k-bridge-club,8.3,642,Men
Armani Code Absolu pour Homme,Giorgio Armani,https://www.parfumo.com/Perfumes/Giorgio_Armani/Armani_Code_Absolu_pour_Homme,8.0,811,Men
Valentino Uomo Born In Roma Coral Fantasy,Valentino,https://www.parfumo.com/Perfumes/Valentino/valentino-uomo-born-in-roma-coral-fantasy,8.0,804,Men
Esencia  Eau de Parfum,Loewe,https://www.parfumo.com/Perfumes/Loewe/Esencia_Eau_de_Parfum,8.3,636,Men
Toy Boy,Moschino,https://www.parfumo.com/Perfumes/Moschino/Toy_Boy,7.5,1156,Men
"Straight to Heaven, White Cristal  Perfume",Kilian,https://www.parfumo.com/Perfumes/Kilian/straight-to-heaven-white-cristal-perfume,7.8,925,Men
Pegasus Exclusif,Parfums de Marly,https://www.parfumo.com/Perfumes/Parfums_de_Marly/pegasus-exclusif,7.9,853,Men
H24  Eau de Toilette,Hermès,https://www.parfumo.com/Perfumes/Hermes/h24-eau-de-toilette,7.4,1232,Men
Allure Homme Édition Blanche  Eau de Toilette Concentrée,Chanel,https://www.parfumo.com/Perfumes/Chanel/Allure_Homme_Edition_Blanche_Eau_de_Toilette_Concentree,8.0,740,Men
Noir  Eau de Parfum,Tom Ford,https://www.parfumo.com/Perfumes/Tom_Ford/Noir_Eau_de_Parfum,7.7,954,Men
Sartorial,Penhaligon's,https://www.parfumo.com/Perfumes/Penhaligons/Sartorial,8.0,759,Men
Boss Bottled Intense  Eau de Parfum,Hugo Boss,https://www.parfumo.com/Perfumes/Hugo_Boss/Boss_Bottled_Intense_Eau_de_Parfum,8.1,700,Men
Drakkar Noir  Eau de Toilette,Guy Laroche,https://www.parfumo.com/Perfumes/Guy_Laroche/Drakkar_Noir_Eau_de_Toilette,7.6,1065,Men
Purpose 50,Amouage,https://www.parfumo.com/Perfumes/Amouage/purpose-50,8.4,542,Men
Knize Ten  Toilet Water,Knize,https://www.parfumo.com/Perfumes/Knize/Knize_Ten_Toilet_Water,7.9,793,Men
Sur la Route,Louis Vuitton,https://www.parfumo.com/Perfumes/Louis_Vuitton/Sur_la_Route_2018,7.9,776,Men
Eros Parfum,Versace,https://www.parfumo.com/Perfumes/Versace/eros-parfum,8.1,674,Men
Shiyaaka for Men,Khadlaj,https://www.parfumo.com/Perfumes/Khadlaj/shiyaaka-for-men-shiyaaka-silver-1,8.0,703,Men
Joop! Homme  Eau de Parfum,Joop!,https://www.parfumo.com/Perfumes/Joop/joop-homme-eau-de-parfum,7.7,893,Men
Guilty Absolute pour Homme,Gucci,https://www.parfumo.com/Perfumes/Gucci/Guilty_Absolute,7.7,920,Men
Fierce  Cologne,Abercrombie & Fitch,https://www.parfumo.com/Perfumes/Abercrombie_Fitch/Fierce,7.6,984,Men
Overture Man,Amouage,https://www.parfumo.com/Perfumes/Amouage/overture-man,8.1,662,Men
APOM Homme,Maison Francis Kurkdjian,https://www.parfumo.com/Perfumes/Maison_Francis_Kurkdjian/apom-homme,7.9,768,Men
Fougère Royale (2010)  Eau de Parfum,Houbigant,https://www.parfumo.com/Perfumes/Houbigant/Fougere_Royale_2010,8.0,697,Men
Invasion Barbare,Parfums MDCI,https://www.parfumo.com/Perfumes/Parfums_MDCI/Invasion_Barbare,8.1,650,Men
1872 for Men,Clive Christian,https://www.parfumo.com/Perfumes/Clive_Christian/1872-for-men,8.2,617,Men
Jaïpur Homme  Eau de Parfum,Boucheron,https://www.parfumo.com/Perfumes/Boucheron/Jaipur_Homme_Eau_de_Parfum,8.1,648,Men
Habdan,Parfums de Marly,https://www.parfumo.com/Perfumes/Parfums_de_Marly/Royal_Essence_Habdan,8.1,648,Men
Le Sel d'Issey  Eau de Toilette,Issey Miyake,https://www.parfumo.com/Perfumes/Issey_Miyake/le-sel-d-issey-eau-de-toilette,7.8,818,Men
Armani Code (2021)  Eau de Parfum,Giorgio Armani,https://www.parfumo.com/Perfumes/Giorgio_Armani/armani-code-2021-eau-de-parfum,8.1,632,Men
Exquisite Leather,David Beckham,https://www.parfumo.com/Perfumes/David_Beckham/exquisite-leather,8.1,651,Men
Air Tiger,Marc Gebauer,https://www.parfumo.com/Perfumes/marc-gebauer/air-tiger,7.0,1619,Men
Ormonde Man  Eau de Parfum,Ormonde Jayne,https://www.parfumo.com/Perfumes/Ormonde_Jayne/Ormonde_Man,8.0,669,Men
Habit Rouge  Eau de Parfum,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Habit_Rouge_Eau_de_Parfum,8.0,663,Men
L'Homme Idéal  Eau de Toilette,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/L_homme_ideal,7.5,1033,Men
Voyage  Eau de Toilette,Nautica,https://www.parfumo.com/Perfumes/Nautica/Voyage_Eau_de_Toilette,6.9,1796,Men
Sculpture Parfum,Nikos,https://www.parfumo.com/Perfumes/Nikos/sculpture-parfum,8.4,481,Men
Bel Ami  Eau de Toilette,Hermès,https://www.parfumo.com/Perfumes/Hermes/Bel_Ami_Eau_de_Toilette,8.2,592,Men
1 Million Privé,Rabanne,https://www.parfumo.com/Perfumes/Rabanne/1_Million_Prive,8.0,675,Men
Eau Sauvage Parfum (2012),Dior,https://www.parfumo.com/Perfumes/Dior/Eau_Sauvage_Parfum,8.3,530,Men
Rochas Man  Eau de Toilette,Rochas,https://www.parfumo.com/Perfumes/Rochas/Rochas_Man_Eau_de_Toilette,7.6,942,Men
Daarej pour Homme,Rasasi,https://www.parfumo.com/Perfumes/Rasasi/daarej-pour-homme,7.5,1012,Men
Aramis  Eau de Toilette,Aramis,https://www.parfumo.com/Perfumes/Aramis/Aramis_Eau_de_Toilette,7.8,775,Men
Kenzo Homme (2022)  Eau de Parfum,Kenzo,https://www.parfumo.com/Perfumes/Kenzo/kenzo-homme-2022-eau-de-parfum,8.1,604,Men
Roma Uomo  Eau de Toilette,Laura Biagiotti,https://www.parfumo.com/Perfumes/Laura_Biagiotti/Roma_Uomo_Eau_de_Toilette,7.5,944,Men
Wonderwood,Comme des Garçons,https://www.parfumo.com/Perfumes/Comme_des_Garons/Wonderwood,7.6,899,Men
Blue Jeans,Versace,https://www.parfumo.com/Perfumes/Versace/Blue_Jeans,6.9,1762,Men
Kouros  Eau de Toilette,Yves Saint Laurent,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/Kouros_Eau_de_Toilette,7.1,1344,Men
A*Men,Mugler,https://www.parfumo.com/Perfumes/mugler/A_Men_Angel_Men,7.2,1219,Men
Dior Homme Intense (2007),Dior,https://www.parfumo.com/Perfumes/Dior/Dior_Homme_Intense,8.5,444,Men
Fattan pour Homme,Rasasi,https://www.parfumo.com/Perfumes/Rasasi/Fattan_pour_Homme,7.7,812,Men
Acqua di Giò pour Homme  Eau de Parfum,Giorgio Armani,https://www.parfumo.com/Perfumes/Giorgio_Armani/acqua-di-gio-pour-homme-eau-de-parfum,7.8,727,Men
Gucci pour Homme (2003)  Eau de Toilette,Gucci,https://www.parfumo.com/Perfumes/Gucci/Gucci_pour_Homme_2003_Eau_de_Toilette,8.2,531,Men
Héritage  Eau de Parfum,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Heritage_Eau_de_Parfum,8.2,529,Men
Nightflight  Eau de Toilette,Joop!,https://www.parfumo.com/Perfumes/Joop/Nightflight_Eau_de_Toilette,7.7,798,Men
Roi d'Orient,Rituals,https://www.parfumo.com/Perfumes/Rituals/roi-d-orient,7.9,641,Men
Gentleman Givenchy  Eau de Parfum Boisée,Givenchy,https://www.parfumo.com/Perfumes/Givenchy/gentleman-eau-de-parfum-boisee,8.0,623,Men
L'Homme Idéal Intense,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/l-homme-ideal-intense,8.1,549,Men
F by Ferragamo pour Homme Black  Eau de Toilette,Salvatore Ferragamo,https://www.parfumo.com/Perfumes/Salvatore_Ferragamo/F_by_Ferragamo_pour_Homme_Black_Eau_de_Toilette,7.4,1005,Men
Monsieur.,Editions de Parfums Frédéric Malle,https://www.parfumo.com/Perfumes/Editions_de_Parfum_Frederic_Malle/Monsieur_,8.0,588,Men
Fiero,Casamorati,https://www.parfumo.com/Perfumes/casamorati/fiero-1,7.9,659,Men
Pour Un Homme de Caron (1934)  Eau de Toilette,Caron,https://www.parfumo.com/Perfumes/Caron/pour-un-homme-de-caron-1934-eau-de-toilette,7.6,799,Men
Le Mâle Essence de Parfum,Jean Paul Gaultier,https://www.parfumo.com/Perfumes/Jean_Paul_Gaultier/Le_Male_Essence_de_Parfum,8.1,556,Men
Dolce & Gabbana pour Homme (2012)  Eau de Toilette,Dolce & Gabbana,https://www.parfumo.com/Perfumes/Dolce_Gabbana/Dolce__Gabbana_pour_Homme_2012_Eau_de_Toilette,7.8,673,Men
Club de Nuit Precieux I,Armaf,https://www.parfumo.com/Perfumes/Armaf/club-de-nuit-precieux-i,8.3,469,Men
Colonia Leather  Eau de Cologne Concentrée,Acqua di Parma,https://www.parfumo.com/Perfumes/Acqua_di_Parma/Colonia_Leather,8.1,535,Men
Hawas Ice,Rasasi,https://www.parfumo.com/Perfumes/Rasasi/hawas-ice,7.8,663,Men
L'Homme Idéal Platine Privé,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/l-homme-ideal-platine-prive,8.4,419,Men
1 Million Elixir,Rabanne,https://www.parfumo.com/Perfumes/Rabanne/1-million-elixir,7.8,650,Men
Fakhar Lattafa Men,Lattafa,https://www.parfumo.com/Perfumes/Lattafa/fakhar-lattafa-men,7.6,792,Men
Vibrant Leather (2018)  Eau de Parfum,Zara,https://www.parfumo.com/Perfumes/Zara/vibrant-leather-2018-eau-de-parfum,7.7,703,Men
Luna Rossa  Eau de Toilette,Prada,https://www.parfumo.com/Perfumes/Prada/Luna_Rossa_Eau_de_Toilette,7.4,900,Men
Vétiver Extraordinaire,Editions de Parfums Frédéric Malle,https://www.parfumo.com/Perfumes/Editions_de_Parfum_Frederic_Malle/Vetiver_Extraordinaire,7.9,629,Men
Mousse Illuminée,Rogue,https://www.parfumo.com/Perfumes/Rogue/Mousse_Illuminee,8.2,479,Men
Light Blue pour Homme Italian Love,Dolce & Gabbana,https://www.parfumo.com/Perfumes/Dolce_Gabbana/light-blue-pour-homme-italian-love,8.3,443,Men
Bracken Man,Amouage,https://www.parfumo.com/Perfumes/Amouage/Bracken_Man,8.0,555,Men
Polo  Eau de Toilette,Ralph Lauren,https://www.parfumo.com/Perfumes/Ralph_Lauren/Polo_Eau_de_Toilette,7.8,654,Men
Invictus  Eau de Toilette,Rabanne,https://www.parfumo.com/Perfumes/Rabanne/Invictus_Eau_de_Toilette,6.5,2120,Men
Comme des Garçons 2 Man,Comme des Garçons,https://www.parfumo.com/Perfumes/Comme_des_Garons/Comme_des_Garons_2_Man,7.8,626,Men
Déclaration  Eau de Toilette,Cartier,https://www.parfumo.com/Perfumes/Cartier/Declaration,7.4,882,Men
Obsession for Men  Eau de Toilette,Calvin Klein,https://www.parfumo.com/Perfumes/Calvin_Klein/Obsession_for_Men_Eau_de_Toilette,7.5,841,Men
Infinite Navy,Câline,https://www.parfumo.com/Perfumes/caline/infinite-navy,7.8,638,Men
Oud Tobacco,Montale,https://www.parfumo.com/Perfumes/Montale/oud-tobacco,8.0,555,Men
Aquatica,Rayhaan,https://www.parfumo.com/Perfumes/rayhaan/aquatica,8.5,374,Men
Luna Rossa Ocean  Eau de Toilette,Prada,https://www.parfumo.com/Perfumes/Prada/luna-rossa-ocean-eau-de-toilette,7.0,1218,Men
Homme,Xerjoff,https://www.parfumo.com/Perfumes/Xerjoff/homme,8.1,512,Men
Dior Homme (2005),Dior,https://www.parfumo.com/Perfumes/Dior/Dior_Homme,8.4,416,Men
Halloween Man X,Halloween,https://www.parfumo.com/Perfumes/Halloween/Halloween_Man_X,7.3,930,Men
Galloway,Parfums de Marly,https://www.parfumo.com/Perfumes/Parfums_de_Marly/Galloway,7.4,836,Men
Paco Rabanne pour Homme  Eau de Toilette,Rabanne,https://www.parfumo.com/Perfumes/Rabanne/Paco_Rabanne_pour_Homme_Eau_de_Toilette,7.7,668,Men
Valentino Uomo Born In Roma,Valentino,https://www.parfumo.com/Perfumes/Valentino/valentino-uomo-born-in-roma,7.0,1198,Men
Black Aoud,Montale,https://www.parfumo.com/Perfumes/Montale/Black_Aoud,7.4,843,Men
Givenchy Gentleman  Eau de Toilette,Givenchy,https://www.parfumo.com/Perfumes/Givenchy/Givenchy_Gentleman_Eau_de_Toilette,7.9,563,Men
Colonia Intensa  Eau de Cologne,Acqua di Parma,https://www.parfumo.com/Perfumes/Acqua_di_Parma/Colonia_Intensa_Eau_de_Cologne,7.7,658,Men
Midnight in Paris  Eau de Toilette,Van Cleef & Arpels,https://www.parfumo.com/Perfumes/Van_Cleef_Arpels/Midnight_in_Paris,7.6,733,Men
His Confession,Lattafa,https://www.parfumo.com/Perfumes/Lattafa/his-confession,8.1,490,Men
Myslf Le Parfum,Yves Saint Laurent,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/myslf-le-parfum,7.7,682,Men
Envy for Men  Eau de Toilette,Gucci,https://www.parfumo.com/Perfumes/Gucci/Envy_for_Men_Eau_de_Toilette,8.3,409,Men
Colonia Oud  Eau de Cologne Concentrée,Acqua di Parma,https://www.parfumo.com/Perfumes/Acqua_di_Parma/Colonia_Oud_Colonia_Intensa_Oud,7.8,604,Men
Le Mâle Elixir Absolu,Jean Paul Gaultier,https://www.parfumo.com/Perfumes/Jean_Paul_Gaultier/le-male-elixir-absolu,7.8,627,Men
Ramz Lattafa (Silver),Lattafa,https://www.parfumo.com/Perfumes/Lattafa/Ramz_Lattafa_Silver,8.0,524,Men
Terre d'Hermès Eau Intense Vétiver,Hermès,https://www.parfumo.com/Perfumes/Hermes/Terre_d_Hermes_Eau_Intense_Vetiver,7.6,741,Men
Lalique White  Eau de Toilette,Lalique,https://www.parfumo.com/Perfumes/Lalique/Lalique_White_Eau_de_Toilette,7.5,782,Men
Itasca,Lubin,https://www.parfumo.com/Perfumes/Lubin/Itasca,8.2,454,Men
Théorème pour Homme,Rue Broca,https://www.parfumo.com/Perfumes/rue-broca/theoreme-pour-homme,8.2,460,Men
Spice and Wood,Creed,https://www.parfumo.com/Perfumes/Creed/spice-and-wood,8.2,450,Men
Infusion d'Homme  Eau de Toilette,Prada,https://www.parfumo.com/Perfumes/Prada/Infusion_d_Homme_Eau_de_Toilette,7.8,613,Men
Scandal pour Homme Absolu,Jean Paul Gaultier,https://www.parfumo.com/Perfumes/Jean_Paul_Gaultier/scandal-pour-homme-absolu,8.0,528,Men
1740,Histoires de Parfums,https://www.parfumo.com/Perfumes/Histoires_de_Parfums/1740_Marquis_de_Sade,7.9,524,Men
Writer,Cyrus,https://www.parfumo.com/Perfumes/Cyrus/Writer,7.7,624,Men
L.12.12 Blanc  Eau de Toilette,Lacoste,https://www.parfumo.com/Perfumes/Lacoste/l-12-12-blanc-eau-de-lacoste-l-12-12-blanc-eau-de-toilette,7.2,999,Men
WO/01 Somewoody,Zara,https://www.parfumo.com/Perfumes/Zara/wo-01-somewoody,8.0,480,Men
Scandal pour Homme Le Parfum,Jean Paul Gaultier,https://www.parfumo.com/Perfumes/Jean_Paul_Gaultier/scandal-pour-homme-le-parfum,7.8,585,Men
The Scent for Him  Eau de Toilette,Hugo Boss,https://www.parfumo.com/Perfumes/Hugo_Boss/The_Scent_Eau_de_Toilette,6.8,1395,Men
Pasha de Cartier Parfum,Cartier,https://www.parfumo.com/Perfumes/Cartier/pasha-de-cartier-parfum,8.1,461,Men
Myths Man,Amouage,https://www.parfumo.com/Perfumes/Amouage/Myths_Man,8.0,476,Men
Emporio Armani...lui/il/he/él/男...,Giorgio Armani,https://www.parfumo.com/Perfumes/Giorgio_Armani/Emporio_Armani__luiilheel__,7.5,710,Men
Background  Eau de Toilette,Jil Sander,https://www.parfumo.com/Perfumes/Jil_Sander/Background_Eau_de_Toilette,8.5,342,Men
Pour Homme,Grauton Parfums,https://www.parfumo.com/Perfumes/grauton-parfums/pour-homme,8.4,365,Men
Beloved Man,Amouage,https://www.parfumo.com/Perfumes/Amouage/Beloved_Man,7.9,497,Men
No. 1 for Men,Clive Christian,https://www.parfumo.com/Perfumes/Clive_Christian/no-1-for-men,8.0,485,Men
L'Homme Ultime,Yves Saint Laurent,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/l-homme-ultime,8.1,452,Men
Qaa'ed,Lattafa,https://www.parfumo.com/Perfumes/Lattafa/qaa-ed,7.8,557,Men
Reckless pour Homme  Parfum,Roja Parfums,https://www.parfumo.com/Perfumes/Roja_Parfums/Reckless_pour_Homme_Parfum,8.4,343,Men
Armani Code (2024)  Eau de Parfum,Giorgio Armani,https://www.parfumo.com/Perfumes/Giorgio_Armani/armani-code-2024-eau-de-parfum,8.1,431,Men
Hercules,Maison Alhambra,https://www.parfumo.com/Perfumes/maison-alhambra/hercules,8.4,358,Men
Ambassador Intense,Gisada,https://www.parfumo.com/Perfumes/Gisada/ambassador-intense,7.7,601,Men
M7 (2002)  Eau de Toilette,Yves Saint Laurent,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/m7-2002-eau-de-toilette,8.2,411,Men
Yatagan  Eau de Toilette,Caron,https://www.parfumo.com/Perfumes/Caron/Yatagan_Eau_de_Toilette,7.8,538,Men
Apex  Eau de Parfum,Roja Parfums,https://www.parfumo.com/Perfumes/Roja_Parfums/apex-eau-de-parfum,7.6,641,Men
Body Kouros  Eau de Toilette,Yves Saint Laurent,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/Body_Kouros_Eau_de_Toilette,7.7,568,Men
Bleu de Chanel L'Exclusif,Chanel,https://www.parfumo.com/Perfumes/Chanel/bleu-de-chanel-l-exclusif,7.5,655,Men
Y Le Parfum (2021),Yves Saint Laurent,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/y-le-parfum-2021,7.4,719,Men
The Omniscient Mister Thompson,Penhaligon's,https://www.parfumo.com/Perfumes/Penhaligons/the-omniscient-mister-thompson,8.1,417,Men
Midnight Oud  Eau de Parfum,Ard Al Zaafaran,https://www.parfumo.com/Perfumes/Ard_Al_Zaafaran/midnight-oud-eau-de-parfum,7.6,617,Men
Relax  Eau de Toilette,Davidoff,https://www.parfumo.com/Perfumes/Davidoff/Relax_Eau_de_Toilette,8.2,385,Men
1 Million Parfum,Rabanne,https://www.parfumo.com/Perfumes/Rabanne/1-million-parfum,7.4,697,Men
Portrayal Man,Amouage,https://www.parfumo.com/Perfumes/Amouage/Portrayal_Man,7.9,486,Men
The Kingdom for Men,Lattafa,https://www.parfumo.com/Perfumes/Lattafa/the-kingdom-for-men,8.2,377,Men
Bottega Veneta pour Homme  Eau de Toilette,Bottega Veneta,https://www.parfumo.com/Perfumes/Bottega_Veneta/Bottega_Veneta_pour_Homme_Eau_de_Toilette,7.6,592,Men
Ambre des Abysses,Houbigant,https://www.parfumo.com/Perfumes/Houbigant/ambre-des-abysses,8.1,403,Men
Gold Man,Amouage,https://www.parfumo.com/Perfumes/Amouage/Amouage_Gold_Men,7.6,596,Men
Grey Flannel  Eau de Toilette,Geoffrey Beene,https://www.parfumo.com/Perfumes/Geoffrey_Beene/Grey_Flannel_Eau_de_Toilette,7.2,869,Men
Lemon Line,Mancera,https://www.parfumo.com/Perfumes/Mancera/Lemon_Line,7.8,511,Men
2022 Generation Man,Stéphane Humbert Lucas,https://www.parfumo.com/Perfumes/Stephane_Humbert_Lucas/2022_Generation_Man,8.0,441,Men
Wow! for Men  Eau de Toilette,Joop!,https://www.parfumo.com/Perfumes/Joop/Wow_for_Men_Eau_de_Toilette,7.3,774,Men
The One Luminous Night,Dolce & Gabbana,https://www.parfumo.com/Perfumes/Dolce_Gabbana/the-one-luminous-night,8.6,289,Men
Boss Number One  Eau de Toilette,Hugo Boss,https://www.parfumo.com/Perfumes/Hugo_Boss/Boss_Number_One_Eau_de_Toilette,7.6,574,Men
Lagerfeld Classic  Eau de Toilette,Karl Lagerfeld,https://www.parfumo.com/Perfumes/karl-lagerfeld/lagerfeld-classic-1978-eau-de-toilette,7.3,784,Men
C: Woody Leather,Clive Christian,https://www.parfumo.com/Perfumes/Clive_Christian/c-woody-leather,8.5,301,Men
La Nuit de L'Homme (2019)  Eau de Parfum,Yves Saint Laurent,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/la-nuit-de-l-homme-2019-eau-de-parfum,7.7,521,Men
Ombre Noire,Lalique,https://www.parfumo.com/Perfumes/Lalique/Ombre_Noire,8.2,373,Men
Tomo  Eau de Toilette,Annayake,https://www.parfumo.com/Perfumes/Annayake/Tomo__Eau_de_Toilette,7.7,544,Men
Hawas Black,Rasasi,https://www.parfumo.com/Perfumes/Rasasi/hawas-black,7.9,459,Men
Vetiver  Parfum,Roja Parfums,https://www.parfumo.com/Perfumes/Roja_Parfums/Vetiver_Parfum,8.4,315,Men
Bel Ami Vétiver,Hermès,https://www.parfumo.com/Perfumes/Hermes/Bel_Ami_Vetiver,8.2,381,Men
Giorgio for Men  Eau de Toilette,Giorgio Beverly Hills,https://www.parfumo.com/Perfumes/Giorgio_Beverly_Hills/Giorgio_for_Men_Eau_de_Toilette,7.9,469,Men
Equipage  Eau de Toilette,Hermès,https://www.parfumo.com/Perfumes/Hermes/Equipage_Eau_de_Toilette,8.0,422,Men
Lafayette Street,Bond No. 9,https://www.parfumo.com/Perfumes/Bond_No_9/Lafayette_Street,8.2,364,Men
Fetish pour Homme  Parfum,Roja Parfums,https://www.parfumo.com/Perfumes/Roja_Parfums/Fetish_pour_Homme_Parfum,8.3,344,Men
Oud Malaki,Chopard,https://www.parfumo.com/Perfumes/Chopard/Oud_Malaki,8.1,390,Men
L'Eau d'Issey pour Homme Noir Ambré,Issey Miyake,https://www.parfumo.com/Perfumes/Issey_Miyake/L_Eau_d_Issey_pour_Homme_Noir_Ambre,8.3,337,Men
Opulent Oud,Lattafa,https://www.parfumo.com/Perfumes/Lattafa/Opulent_Oud,7.7,513,Men
Just Rock! pour Lui,Zadig & Voltaire,https://www.parfumo.com/Perfumes/Zadig__Voltaire/Just_Rock_pour_Lui,8.2,367,Men
H24  Eau de Parfum,Hermès,https://www.parfumo.com/Perfumes/Hermes/h24-eau-de-parfum,7.7,528,Men
Erolfa,Creed,https://www.parfumo.com/Perfumes/Creed/Erolfa,7.4,635,Men
Royal Mayfair (2009),Creed,https://www.parfumo.com/Perfumes/Creed/royal-mayfair-2009-windsor,7.9,451,Men
Lalique pour Homme Lion  Eau de Parfum,Lalique,https://www.parfumo.com/Perfumes/Lalique/Lalique_pour_Homme_Lion_Eau_de_Parfum,7.9,451,Men
L'Eau Bleue d'Issey pour Homme,Issey Miyake,https://www.parfumo.com/Perfumes/Issey_Miyake/L_Eau_Bleue_d_Issey_pour_Homme,7.7,493,Men
Hero  Eau de Parfum,Burberry,https://www.parfumo.com/Perfumes/Burberry/hero-eau-de-parfum,7.3,724,Men
Craze  Eau de Parfum,Armaf,https://www.parfumo.com/Perfumes/Armaf/craze-eau-de-parfum,7.6,545,Men
Dior Homme Eau for Men  Eau de Toilette,Dior,https://www.parfumo.com/Perfumes/Dior/Dior_Homme_Eau_for_Men_Eau_de_Toilette,7.8,467,Men
L'Envol  Eau de Parfum,Cartier,https://www.parfumo.com/Perfumes/Cartier/L_Envol_Eau_de_Parfum,7.8,480,Men
Allure Homme Sport Cologne,Chanel,https://www.parfumo.com/Perfumes/Chanel/Allure_Homme_Sport_Cologne,8.2,348,Men
Scandal pour Homme,Jean Paul Gaultier,https://www.parfumo.com/Perfumes/Jean_Paul_Gaultier/scandal-pour-homme,6.8,1112,Men
1899,Histoires de Parfums,https://www.parfumo.com/Perfumes/Histoires_de_Parfums/1899,8.0,405,Men
The Scent Elixir for Him,Hugo Boss,https://www.parfumo.com/Perfumes/Hugo_Boss/the-scent-elixir-for-him,7.7,493,Men
360° Red for Men,Perry Ellis,https://www.parfumo.com/Perfumes/Perry_Ellis/360_Degrees_Red_for_Men,7.5,590,Men
Uomo?  Eau de Toilette,Moschino,https://www.parfumo.com/Perfumes/Moschino/Uomo_Eau_de_Toilette,7.7,495,Men
Castley,Parfums de Marly,https://www.parfumo.com/Perfumes/Parfums_de_Marly/castley,7.5,600,Men
Sand Desert at Sunset Intense,Zara,https://www.parfumo.com/Perfumes/Zara/sand-desert-at-sunset-intense,8.4,295,Men
Dark Rebel,John Varvatos,https://www.parfumo.com/Perfumes/John_Varvatos/Dark_Rebel,7.8,454,Men
L'Homme Idéal  Parfum,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/l-homme-ideal-parfum-1,8.3,326,Men
CH Men  Eau de Toilette,Carolina Herrera,https://www.parfumo.com/Perfumes/Carolina_Herrera/CH_Men_Eau_de_Toilette,7.8,453,Men
Kenzo Power  Eau de Toilette,Kenzo,https://www.parfumo.com/Perfumes/Kenzo/Kenzo_Power_Eau_de_Toilette,7.9,412,Men
Amber Empire,French Avenue,https://www.parfumo.com/Perfumes/french-avenue/amber-empire,8.2,346,Men
