name,brand,link,rating,votes,genre
Luna Rossa Ocean  Eau de Parfum,Prada,https://www.parfumo.com/Perfumes/Prada/luna-rossa-ocean-eau-de-parfum,7.2,728,Men
Pour Monsieur  Eau de Parfum,Chanel,https://www.parfumo.com/Perfumes/Chanel/Pour_Monsieur_Eau_de_Parfum,8.2,345,Men
LV Lovers,Louis Vuitton,https://www.parfumo.com/Perfumes/Louis_Vuitton/lv-lovers,7.5,586,Men
Rocabar  Eau de Toilette,Hermès,https://www.parfumo.com/Perfumes/Hermes/Rocabar_Eau_de_Toilette,7.9,410,Men
Coach for Men  Eau de Toilette,Coach,https://www.parfumo.com/Perfumes/Coach/coach-for-men-eau-de-toilette,7.4,609,Men
Derby (2005),Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Derby_2005,8.2,332,Men
Rive Gauche pour Homme (2011),Yves Saint Laurent,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/Rive_Gauche_pour_Homme_Heritage,8.2,341,Men
B683  Eau de Parfum,Marc-Antoine Barrois,https://www.parfumo.com/Perfumes/Marc_Antoine_Barrois/B683,7.7,460,Men
Dolce & Gabbana pour Homme (1994)  Eau de Toilette,Dolce & Gabbana,https://www.parfumo.com/Perfumes/Dolce_Gabbana/Dolce__Gabbana_pour_Homme_1994_Eau_de_Toilette,7.9,423,Men
Mercedes-Benz Cologne,Mercedes-Benz,https://www.parfumo.com/Perfumes/Mercedes_Benz/Mercedes_Benz_Cologne,8.0,385,Men
Royal Vintage,M. Micallef,https://www.parfumo.com/Perfumes/Martine_Micallef/Royal_Vintage,7.9,413,Men
Gentleman Givenchy  Eau de Toilette Intense,Givenchy,https://www.parfumo.com/Perfumes/Givenchy/gentleman-givenchy-eau-de-toilette-intense,7.9,405,Men
Lalique pour Homme Equus  Eau de Parfum,Lalique,https://www.parfumo.com/Perfumes/Lalique/Lalique_pour_Homme_Equus_Eau_de_Parfum,8.2,336,Men
Insurrection II Pure,Reyane Tradition,https://www.parfumo.com/Perfumes/Reyane_Tradition/Insurrection_Pure_II,7.8,441,Men
Uomo  Eau de Toilette,Salvatore Ferragamo,https://www.parfumo.com/Perfumes/Salvatore_Ferragamo/Uomo_Eau_de_Toilette,7.6,523,Men
Boss Bottled Parfum,Hugo Boss,https://www.parfumo.com/Perfumes/Hugo_Boss/boss-bottled-parfum,7.4,589,Men
Terre d'Hermès Eau Très Fraîche,Hermès,https://www.parfumo.com/Perfumes/Hermes/Terre_d_Hermes_Eau_Tres_Fraiche,7.6,493,Men
Hugo  Eau de Toilette,Hugo Boss,https://www.parfumo.com/Perfumes/Hugo_Boss/Hugo_Eau_de_Toilette,6.7,1151,Men
Invictus Victory Elixir,Rabanne,https://www.parfumo.com/Perfumes/Rabanne/invictus-victory-elixir,7.7,459,Men
Tuscany per Uomo  Eau de Toilette,Aramis,https://www.parfumo.com/Perfumes/Aramis/Tuscany_per_Uomo_Etruscan_Eau_de_Toilette,8.0,370,Men
Kenzo pour Homme  Eau de Toilette,Kenzo,https://www.parfumo.com/Perfumes/Kenzo/Kenzo_pour_Homme_Eau_de_Toilette,7.6,507,Men
Tommy  Cologne,Tommy Hilfiger,https://www.parfumo.com/Perfumes/Tommy_Hilfiger/Tommy_Cologne,7.2,696,Men
Norne (2012),Slumberhouse,https://www.parfumo.com/Perfumes/Slumberhouse/Norne,8.4,285,Men
Noir Anthracite,Tom Ford,https://www.parfumo.com/Perfumes/Tom_Ford/Noir_Anthracite,7.8,419,Men
Dior Homme Sport (2012)  Eau de Toilette,Dior,https://www.parfumo.com/Perfumes/Dior/Dior_Homme_Sport_2012_Eau_de_Toilette,7.6,496,Men
Fahrenheit Absolute,Dior,https://www.parfumo.com/Perfumes/Dior/Fahrenheit_Absolute,8.1,343,Men
Lapidus pour Homme  Eau de Toilette,Ted Lapidus,https://www.parfumo.com/Perfumes/Ted_Lapidus/Lapidus_pour_Homme_Eau_de_Toilette,7.8,438,Men
Rumz Al Rasasi 9325 pour Lui,Rasasi,https://www.parfumo.com/Perfumes/Rasasi/Rumz_al_Rasasi_9325_pour_Lui,7.8,418,Men
7 Cobalt,Loewe,https://www.parfumo.com/Perfumes/Loewe/7-cobalt,8.2,321,Men
Homme,Aaron Terence Hughes,https://www.parfumo.com/Perfumes/Aaron_Terence_Hughes/homme,8.5,264,Men
Quercia  Eau de Parfum,Acqua di Parma,https://www.parfumo.com/Perfumes/Acqua_di_Parma/quercia-eau-de-parfum,7.9,394,Men
Fat Electrician,Etat Libre d'Orange,https://www.parfumo.com/Perfumes/Etat_Libre_d_Orange/Fat_Electrician,7.3,634,Men
Tabac Original  Eau de Cologne,Mäurer & Wirtz,https://www.parfumo.com/Perfumes/Maeurer_Wirtz/Tabac_Original_Eau_de_Cologne,7.5,533,Men
Carbone (2010)  Eau de Toilette,Balmain,https://www.parfumo.com/Perfumes/Balmain/carbone-2010-eau-de-toilette,7.8,410,Men
Classic Gold,Jaguar,https://www.parfumo.com/Perfumes/Jaguar/Classic_Gold,7.5,524,Men
Azzure Aoud,French Avenue,https://www.parfumo.com/Perfumes/french-avenue/azzure-aoud,7.5,508,Men
Red Vetiver,Montale,https://www.parfumo.com/Perfumes/Montale/Red_Vetiver_Red_Vetyver,7.6,462,Men
Aether,French Avenue,https://www.parfumo.com/Perfumes/french-avenue/aether,7.8,426,Men
Aqva pour Homme  Eau de Toilette,Bvlgari,https://www.parfumo.com/Perfumes/Bvlgari/Aqva_pour_Homme_Eau_de_Toilette,7.3,596,Men
Amiri,Arabian Oud,https://www.parfumo.com/Perfumes/Arabian_Oud/amiri,8.7,225,Men
Néroli Intense,Jeanne en Provence,https://www.parfumo.com/Perfumes/Jeanne_en_Provence/Neroli_Intense,7.6,499,Men
For Him Bleu Noir  Eau de Parfum,Narciso Rodriguez,https://www.parfumo.com/Perfumes/Narciso_Rodriguez/For_Him_Bleu_Noir_Eau_de_Parfum,7.6,468,Men
Valentino Uomo Born In Roma Yellow Dream,Valentino,https://www.parfumo.com/Perfumes/Valentino/valentino-uomo-born-in-roma-yellow-dream,7.3,586,Men
Acqua di Giò Essenza,Giorgio Armani,https://www.parfumo.com/Perfumes/Giorgio_Armani/Acqua_di_Gio_Essenza,7.9,393,Men
Gentleman Society  Eau de Parfum,Givenchy,https://www.parfumo.com/Perfumes/Givenchy/gentleman-society-eau-de-parfum,7.3,585,Men
Santos  Eau de Toilette,Cartier,https://www.parfumo.com/Perfumes/Cartier/Santos,7.9,365,Men
Le Gemme - Kobraa,Bvlgari,https://www.parfumo.com/Perfumes/Bvlgari/le-gemme-kobraa,8.5,256,Men
Rive Gauche pour Homme (2003)  Eau de Toilette,Yves Saint Laurent,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/Rive_Gauche_pour_Homme_2003_Eau_de_Toilette,8.2,294,Men
Aramis 900  Eau de Cologne,Aramis,https://www.parfumo.com/Perfumes/Aramis/Aramis_900_Herbal_Eau_de_Cologne,7.9,371,Men
La Nuit de L'Homme Frozen Cologne,Yves Saint Laurent,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/La_Nuit_de_Homme_Frozen_Cologne,8.1,315,Men
L'Homme Idéal Cool,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/L_Homme_Ideal_Cool,8.0,344,Men
Jules  Eau de Toilette,Dior,https://www.parfumo.com/Perfumes/Dior/Jules_Eau_de_Toilette,8.3,281,Men
Emporio Armani - Stronger With You Powerfully,Giorgio Armani,https://www.parfumo.com/Perfumes/Giorgio_Armani/emporio-armani-stronger-with-you-powerfully,8.1,314,Men
Raghba Wood Intense,Lattafa,https://www.parfumo.com/Perfumes/Lattafa/Raghba_Wood_Intense,7.6,461,Men
Light Blue pour Homme  Eau de Toilette,Dolce & Gabbana,https://www.parfumo.com/Perfumes/Dolce_Gabbana/Light_Blue_pour_Homme_Eau_de_Toilette,7.0,764,Men
Bvlgari Man Wood Neroli,Bvlgari,https://www.parfumo.com/Perfumes/Bvlgari/Bvlgari_Man_Wood_Neroli,7.5,482,Men
Wanderlust (2023),Omanluxury,https://www.parfumo.com/Perfumes/Omanluxury/wanderlust-2023,7.9,360,Men
Titanium,Gisada,https://www.parfumo.com/Perfumes/Gisada/titanium,7.5,478,Men
Guilty Absolu de Parfum pour Homme,Gucci,https://www.parfumo.com/Perfumes/Gucci/guilty-absolu-de-parfum-pour-homme,8.3,285,Men
Pour Lui  Eau de Toilette,Oscar de la Renta,https://www.parfumo.com/Perfumes/Oscar_de_la_Renta/Pour_Lui_Eau_de_Toilette,7.9,368,Men
The World According to Arthur,Penhaligon's,https://www.parfumo.com/Perfumes/Penhaligons/the-world-according-to-arthur-1,8.0,339,Men
Tres Nuit  Eau de Toilette,Armaf,https://www.parfumo.com/Perfumes/Armaf/tres-nuit-eau-de-toilette,7.5,483,Men
Versace L'Homme  Eau de Toilette,Versace,https://www.parfumo.com/Perfumes/Versace/Versace_L_Homme_Eau_de_Toilette,7.6,475,Men
L'Homme Idéal Cologne Forte,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/l-homme-ideal-cologne-forte,8.3,275,Men
Fleur du Mâle,Jean Paul Gaultier,https://www.parfumo.com/Perfumes/Jean_Paul_Gaultier/Fleur_du_Male,7.4,529,Men
Quorum  Eau de Toilette,Puig,https://www.parfumo.com/Perfumes/Puig/Quorum_Eau_de_Toilette,7.5,476,Men
Harrods pour Homme,Roja Parfums,https://www.parfumo.com/Perfumes/Roja_Parfums/harrods-pour-homme,8.5,239,Men
Man Pure  Eau de Toilette,Jil Sander,https://www.parfumo.com/Perfumes/Jil_Sander/Jil_Sander_Man_Pure_Eau_de_Toilette,8.5,242,Men
Fahrenheit 32  Eau de Toilette,Dior,https://www.parfumo.com/Perfumes/Dior/Fahrenheit_32_Eau_de_Toilette,7.7,407,Men
Le 3ᵉ Homme  Eau de Toilette,Caron,https://www.parfumo.com/Perfumes/Caron/Le_3_Homme_Eau_de_Toilette,7.9,365,Men
Absinth  Extrait de Parfum,Nasomatto,https://www.parfumo.com/Perfumes/Nasomatto/Absinth,7.5,461,Men
Much Ado About the Duke,Penhaligon's,https://www.parfumo.com/Perfumes/Penhaligons/much-ado-about-the-duke-1,7.8,389,Men
Altamir  Eau de Toilette,Ted Lapidus,https://www.parfumo.com/Perfumes/Ted_Lapidus/Altamir_Eau_de_Toilette,7.7,414,Men
Allure Homme Sport Superleggera,Chanel,https://www.parfumo.com/Perfumes/Chanel/allure-homme-sport-superleggera,7.7,421,Men
Havana  Eau de Toilette,Aramis,https://www.parfumo.com/Perfumes/Aramis/Havana_Eau_de_Toilette,7.9,352,Men
Le Sel d'Issey  Eau de Parfum,Issey Miyake,https://www.parfumo.com/Perfumes/Issey_Miyake/le-sel-d-issey-eau-de-parfum,8.0,343,Men
Joop! Homme Absolute,Joop!,https://www.parfumo.com/Perfumes/Joop/Joop_Homme_Absolute,7.8,388,Men
Darley,Parfums de Marly,https://www.parfumo.com/Perfumes/Parfums_de_Marly/Darley,7.8,382,Men
Habit Rouge Parfum,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/habit-rouge-parfum,8.0,319,Men
Cacharel pour L'Homme  Eau de Toilette,Cacharel,https://www.parfumo.com/Perfumes/Cacharel/Cacharel_pour_L_Homme_Eau_de_Toilette,8.0,336,Men
Eau de Cèdre,Giorgio Armani,https://www.parfumo.com/Perfumes/Giorgio_Armani/Eau_de_Cedre,7.8,392,Men
Elysium Eau Intense,Roja Parfums,https://www.parfumo.com/Perfumes/Roja_Parfums/elysium-eau-intense,7.5,469,Men
1881 pour Homme (2005)  Eau de Toilette,Cerruti,https://www.parfumo.com/Perfumes/Cerruti/1881_pour_Homme_2005_Eau_de_Toilette,7.3,557,Men
Uomo Signature,Salvatore Ferragamo,https://www.parfumo.com/Perfumes/Salvatore_Ferragamo/Uomo_Signature,7.7,399,Men
Heroic Man,La Rive,https://www.parfumo.com/Perfumes/La_Rive/heroic-man,7.6,418,Men
Vetiver Extreme,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Vetiver_Extreme,7.9,337,Men
Vétiver,Dior,https://www.parfumo.com/Perfumes/Dior/La_Collection_Couturier_Parfumeur_Vetiver,8.1,296,Men
Déclaration d'Un Soir,Cartier,https://www.parfumo.com/Perfumes/Cartier/Declaration_dun_Soir,7.4,516,Men
New-York,Nicolaï,https://www.parfumo.com/Perfumes/Nicolai/New_York,8.2,289,Men
Mon Guerlain  Eau de Parfum,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Mon_Guerlain,8.2,2127,Women
Hypnotic Poison  Eau de Toilette,Dior,https://www.parfumo.com/Perfumes/Dior/Hypnotic_Poison,8.0,2486,Women
Delina  Eau de Parfum,Parfums de Marly,https://www.parfumo.com/Perfumes/Parfums_de_Marly/Delina,8.0,2410,Women
Portrait of a Lady  Eau de Parfum,Editions de Parfums Frédéric Malle,https://www.parfumo.com/Perfumes/Editions_de_Parfum_Frederic_Malle/portrait-of-a-lady-eau-de-parfum,8.1,1837,Women
Delina Exclusif,Parfums de Marly,https://www.parfumo.com/Perfumes/Parfums_de_Marly/Delina_Exclusif,8.3,1623,Women
L'Interdit  Eau de Parfum Rouge,Givenchy,https://www.parfumo.com/Perfumes/Givenchy/l-interdit-eau-de-parfum-rouge,8.3,1399,Women
Duchessa,Gritti,https://www.parfumo.com/Perfumes/Gritti/duchessa,8.5,1183,Women
Vanilla | 28  Eau de Parfum,Kayali,https://www.parfumo.com/Perfumes/Kayali/vanilla-28-eau-de-parfum,8.0,1671,Women
For Her Pure Musc  Eau de Parfum,Narciso Rodriguez,https://www.parfumo.com/Perfumes/Narciso_Rodriguez/for-her-pure-musc-eau-de-parfum,7.9,1825,Women
Coco Mademoiselle  Eau de Parfum,Chanel,https://www.parfumo.com/Perfumes/Chanel/Coco_Mademoiselle,7.8,2010,Women
Shalimar  Eau de Parfum,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Shalimar,8.0,1701,Women
Libre  Eau de Parfum Intense,Yves Saint Laurent,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/libre-eau-de-parfum-intense,8.2,1383,Women
L'Instant Magic  Eau de Parfum,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/L_Instant_Magic,8.2,1347,Women
Rouge Smoking  Eau de Parfum,bdk Parfums,https://www.parfumo.com/Perfumes/bdk_Parfums/rouge-smoking-eau-de-parfum,8.0,1560,Women
Sunshine Woman,Amouage,https://www.parfumo.com/Perfumes/Amouage/Sunshine,8.1,1386,Women
For Her  Eau de Toilette,Narciso Rodriguez,https://www.parfumo.com/Perfumes/Narciso_Rodriguez/For_Her_Eau_de_Toilette,7.8,1777,Women
Alien  Eau de Parfum,Mugler,https://www.parfumo.com/Perfumes/mugler/Alien,7.4,2652,Women
Dama Bianca  Eau de Parfum,Casamorati,https://www.parfumo.com/Perfumes/casamorati/dama-bianca-eau-de-parfum,8.0,1359,Women
Love Don't Be Shy  Perfume,Kilian,https://www.parfumo.com/Perfumes/Kilian/Love,7.8,1704,Women
Goddess  Eau de Parfum,Burberry,https://www.parfumo.com/Perfumes/Burberry/goddess-eau-de-parfum,7.8,1590,Women
Dior Addict (2014)  Eau de Parfum,Dior,https://www.parfumo.com/Perfumes/Dior/Dior_Addict_2014,8.3,995,Women
Libre  Eau de Parfum,Yves Saint Laurent,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/libre-eau-de-parfum,7.5,2095,Women
Coco  Eau de Parfum,Chanel,https://www.parfumo.com/Perfumes/Chanel/Coco,8.4,921,Women
For Her Musc Noir Rose,Narciso Rodriguez,https://www.parfumo.com/Perfumes/Narciso_Rodriguez/for-her-musc-noir-rose,8.2,1055,Women
Hundred Silent Ways  Extrait de Parfum,Nishane,https://www.parfumo.com/Perfumes/Nishane/Hundred_Silent_Ways,8.0,1209,Women
Narciso  Eau de Parfum Poudrée,Narciso Rodriguez,https://www.parfumo.com/Perfumes/Narciso_Rodriguez/Narciso_Eau_de_Parfum_Poudree,7.9,1299,Women
Kenzo Amour,Kenzo,https://www.parfumo.com/Perfumes/Kenzo/Kenzo_Amour,8.2,1056,Women
Mon Guerlain  Eau de Parfum Intense,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Mon_Guerlain_Eau_de_Parfum_Intense,8.4,858,Women
La Belle Le Parfum,Jean Paul Gaultier,https://www.parfumo.com/Perfumes/Jean_Paul_Gaultier/la-belle-le-parfum,8.3,896,Women
La Belle,Jean Paul Gaultier,https://www.parfumo.com/Perfumes/Jean_Paul_Gaultier/La_Belle,8.0,1199,Women
Chloé (2007)  Eau de Parfum,Chloé,https://www.parfumo.com/Perfumes/Chloe/Chloe,7.6,1673,Women
Aqua Allegoria Mandarine Basilic,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Aqua_Allegoria_Mandarine_Basilic,7.9,1210,Women
L'Heure Bleue  Eau de Parfum,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/L_Heure_Bleue,8.3,861,Women
Coromandel  Eau de Toilette,Chanel,https://www.parfumo.com/Perfumes/Chanel/Les_Exclusifs_de_Chanel__Coromandel,8.3,873,Women
Cinéma  Eau de Parfum,Yves Saint Laurent,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/Cinema_Eau_de_Parfum,8.0,1104,Women
Delina La Rosée,Parfums de Marly,https://www.parfumo.com/Perfumes/Parfums_de_Marly/delina-la-rosee,8.1,941,Women
Black Opium  Eau de Parfum,Yves Saint Laurent,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/Black_Opium,7.2,2078,Women
Cheirosa '62  Perfume Mist,Sol de Janeiro,https://www.parfumo.com/Perfumes/Sol_de_Janeiro/cheirosa-62-brazilian-crush-cheirosa-62-perfume-mist,7.8,1210,Women
Memoir Woman  Eau de Parfum,Amouage,https://www.parfumo.com/Perfumes/Amouage/Memoir_Woman,8.3,780,Women
This Is Her!,Zadig & Voltaire,https://www.parfumo.com/Perfumes/Zadig__Voltaire/This_is_Her,7.6,1470,Women
Good Girl  Eau de Parfum,Carolina Herrera,https://www.parfumo.com/Perfumes/Carolina_Herrera/Good_Girl_Eau_de_Parfum,7.6,1476,Women
Florabotanica,Balenciaga,https://www.parfumo.com/Perfumes/Balenciaga/Florabotanica,7.8,1115,Women
Eclaire,Lattafa,https://www.parfumo.com/Perfumes/Lattafa/eclaire,7.9,1044,Women
Zen (2007)  Eau de Parfum,Shiseido,https://www.parfumo.com/Perfumes/Shiseido/Zen_2007_Eau_de_Parfum,7.8,1153,Women
J'adore  Eau de Parfum,Dior,https://www.parfumo.com/Perfumes/Dior/J_Adore,7.5,1515,Women
Pikovaya Dama,Xerjoff,https://www.parfumo.com/Perfumes/Xerjoff/pikovaya-dama,8.1,889,Women
Noir pour Femme,Tom Ford,https://www.parfumo.com/Perfumes/Tom_Ford/Noir_pour_Femme,8.4,689,Women
Libre Le Parfum,Yves Saint Laurent,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/libre-le-parfum,8.4,697,Women
Mitsouko  Eau de Parfum,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Mitsouko,8.0,924,Women
Signature  Eau de Parfum,Montblanc,https://www.parfumo.com/Perfumes/Montblanc/signature,7.8,1081,Women
Infusion d'Iris (2007)  Eau de Parfum,Prada,https://www.parfumo.com/Perfumes/Prada/Infusion_d_Iris,7.9,960,Women
Chance Eau Tendre  Eau de Toilette,Chanel,https://www.parfumo.com/Perfumes/Chanel/Chance_Eau_Tendre_Eau_deToilette,8.0,909,Women
N°5 Eau Première,Chanel,https://www.parfumo.com/Perfumes/Chanel/No_5_Eau_Premiere,8.2,767,Women
Alien Essence Absolue,Mugler,https://www.parfumo.com/Perfumes/mugler/Alien_Essence_Absolue,8.4,668,Women
Pour Femme  Eau de Parfum,Lacoste,https://www.parfumo.com/Perfumes/Lacoste/Lacoste_pour_Femme,7.8,995,Women
Light Blue  Eau de Toilette,Dolce & Gabbana,https://www.parfumo.com/Perfumes/Dolce_Gabbana/light-blue-eau-de-toilette,7.3,1628,Women
Black Opium Le Parfum,Yves Saint Laurent,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/black-opium-le-parfum,8.4,627,Women
Coco Mademoiselle  Eau de Parfum Intense,Chanel,https://www.parfumo.com/Perfumes/Chanel/Coco_Mademoiselle_Eau_de_Parfum_Intense,8.3,702,Women
Crystal Noir  Eau de Parfum,Versace,https://www.parfumo.com/Perfumes/Versace/Crystal_Noir_Eau_de_Parfum,8.0,852,Women
Mon Précieux Nectar,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Mon_Precieux_Nectar,8.3,662,Women
Le Bain  Eau de Parfum,Joop!,https://www.parfumo.com/Perfumes/Joop/Le_Bain,7.6,1166,Women
Vanille West Indies,Ligne St Barth,https://www.parfumo.com/Perfumes/Ligne_St_Barth/Vanille_West_Indies,8.3,653,Women
Irisss,Xerjoff,https://www.parfumo.com/Perfumes/Xerjoff/irisss,8.0,825,Women
Coco Noir  Eau de Parfum,Chanel,https://www.parfumo.com/Perfumes/Chanel/Coco_Noir,7.7,994,Women
Cloud  Eau de Parfum,Ariana Grande,https://www.parfumo.com/Perfumes/Ariana_Grande/cloud-eau-de-parfum,7.4,1338,Women
Nomade  Eau de Parfum,Chloé,https://www.parfumo.com/Perfumes/Chloe/Nomade,7.6,1062,Women
Shalimar L'Essence,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/shalimar-l-essence,8.6,508,Women
Chance Eau Tendre  Eau de Parfum,Chanel,https://www.parfumo.com/Perfumes/Chanel/Chance_Eau_Tendre_Eau_de_Parfum,8.1,727,Women
Manifesto L'Elixir,Yves Saint Laurent,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/Manifesto_L_Elixir,8.5,542,Women
Gourmand Coquin,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/gourmand-coquin,8.4,575,Women
N°5  Parfum,Chanel,https://www.parfumo.com/Perfumes/Chanel/No_5,7.4,1263,Women
Shalimar Parfum Initial,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Shalimar_Parfum_Initial,8.1,684,Women
Classique  Eau de Toilette,Jean Paul Gaultier,https://www.parfumo.com/Perfumes/Jean_Paul_Gaultier/Jean_Paul_Gaultier_Classique,7.6,1043,Women
L'Impératrice,Dolce & Gabbana,https://www.parfumo.com/Perfumes/Dolce_Gabbana/l-imperatrice,7.5,1200,Women
N°19  Eau de Parfum,Chanel,https://www.parfumo.com/Perfumes/Chanel/N19_Eau_de_Parfum,8.6,491,Women
Bottega Veneta  Eau de Parfum,Bottega Veneta,https://www.parfumo.com/Perfumes/Bottega_Veneta/Bottega_Veneta,7.9,807,Women
I Don't Need a Prince by My Side to Be a Princess,Kilian,https://www.parfumo.com/Perfumes/Kilian/i-don-t-need-a-prince-by-my-side-to-be-a-princess,8.2,639,Women
Light Blue Eau Intense,Dolce & Gabbana,https://www.parfumo.com/Perfumes/Dolce_Gabbana/Light_Blue_Eau_Intense,7.9,802,Women
L'Interdit (2018)  Eau de Parfum,Givenchy,https://www.parfumo.com/Perfumes/Givenchy/L_Interdit_2018,7.7,970,Women
Dior Addict (2002)  Eau de Parfum,Dior,https://www.parfumo.com/Perfumes/Dior/Dior_Addict,8.3,572,Women
La Nuit Trésor à la Folie,Lancôme,https://www.parfumo.com/Perfumes/Lancome/La_Nuit_Tresor__la_Folie,8.2,603,Women
Meliora,Parfums de Marly,https://www.parfumo.com/Perfumes/Parfums_de_Marly/Meliora,7.9,807,Women
Insolence  Eau de Parfum,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Insolence_Eau_de_Parfum,8.0,749,Women
Remember Me,Jovoy,https://www.parfumo.com/Perfumes/Jovoy/Remember_Me,8.0,709,Women
Jicky  Eau de Parfum,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Jicky,8.0,724,Women
Chance Eau Fraîche  Eau de Toilette,Chanel,https://www.parfumo.com/Perfumes/Chanel/Chance_Eau_Fraiche_Eau_de_Toilette,7.7,896,Women
Devotion  Eau de Parfum,Dolce & Gabbana,https://www.parfumo.com/Perfumes/Dolce_Gabbana/devotion-eau-de-parfum,7.6,998,Women
Pure Poison,Dior,https://www.parfumo.com/Perfumes/Dior/Pure_Poison,7.8,866,Women
Versense,Versace,https://www.parfumo.com/Perfumes/Versace/Versense,7.8,828,Women
For Her Musc Noir,Narciso Rodriguez,https://www.parfumo.com/Perfumes/Narciso_Rodriguez/for-her-musc-noir,7.9,756,Women
La Fenice pour Femme,The Merchant Of Venice,https://www.parfumo.com/Perfumes/The_Merchant_Of_Venice/La_Fenice_pour_Femme,8.2,603,Women
Oriana,Parfums de Marly,https://www.parfumo.com/Perfumes/Parfums_de_Marly/oriana,7.7,904,Women
Honour Woman  Eau de Parfum,Amouage,https://www.parfumo.com/Perfumes/Amouage/Honour_Woman,7.9,724,Women
Dia Woman  Eau de Parfum,Amouage,https://www.parfumo.com/Perfumes/Amouage/Dia_for_Women,7.9,771,Women
Après L'Ondée  Eau de Toilette,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Apres_L_ondee,8.2,601,Women
Shalimar Millésime Vanilla Planifolia,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/shalimar-millesime-vanilla-planifolia,8.6,431,Women
Flowerbomb  Eau de Parfum,Viktor & Rolf,https://www.parfumo.com/Perfumes/Viktor_Rolf/Flowerbomb,7.4,1164,Women
Lilac Love  Eau de Parfum,Amouage,https://www.parfumo.com/Perfumes/Amouage/Lilac_Love_Eau_de_Parfum,7.9,745,Women
Ylang in Gold  Eau de Parfum,M. Micallef,https://www.parfumo.com/Perfumes/Martine_Micallef/ylang-in-gold-eau-de-parfum,7.8,782,Women
Sycomore (2008)  Eau de Toilette,Chanel,https://www.parfumo.com/Perfumes/Chanel/Les_Exclusifs_de_Chanel__Sycomore_2008,8.3,519,Women
Shalimar Millésime Tonka,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/shalimar-millesime-tonka,8.5,451,Women
Samsara  Eau de Parfum,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Samsara,7.9,736,Women
Lalique Le Parfum  Eau de Parfum,Lalique,https://www.parfumo.com/Perfumes/Lalique/Lalique_Le_Parfum_Eau_de_Parfum,7.7,838,Women
La Nuit Trésor L'Eau de Parfum,Lancôme,https://www.parfumo.com/Perfumes/Lancome/La_Nuit_Tresor,7.8,768,Women
Changing Constance,Penhaligon's,https://www.parfumo.com/Perfumes/Penhaligons/changing-constance,8.1,598,Women
Kenzo Jungle,Kenzo,https://www.parfumo.com/Perfumes/Kenzo/Kenzo_Jungle_Jungle_L_Elephant,7.6,875,Women
Angel Muse  Eau de Parfum,Mugler,https://www.parfumo.com/Perfumes/mugler/Angel_Muse_Eau_de_Parfum,7.9,688,Women
Shalimar Ode à la Vanille - Sur la route du Mexique,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Shalimar_Ode__la_Vanille_Sur_la_route_du_Mexique,8.5,435,Women
Sì  Eau de Parfum,Giorgio Armani,https://www.parfumo.com/Perfumes/Giorgio_Armani/Si,7.2,1226,Women
Valentino Donna Born In Roma  Eau de Parfum,Valentino,https://www.parfumo.com/Perfumes/Valentino/Valentino_Donna_Born_In_Roma,7.5,960,Women
Allure  Eau de Parfum,Chanel,https://www.parfumo.com/Perfumes/Chanel/Allure_Eau_de_Parfum,7.9,712,Women
Shalimar  Eau de Toilette,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Shalimar_Eau_de_Toilette,8.4,463,Women
My Name,Trussardi,https://www.parfumo.com/Perfumes/Trussardi/My_Name,7.9,701,Women
Armani Code pour Femme  Eau de Parfum,Giorgio Armani,https://www.parfumo.com/Perfumes/Giorgio_Armani/Armani_Code_for_Her,7.6,910,Women
